"","rmse","max_depth","gamma","subsample","colsample_bytree"
"1",0.0987002725619276,6,0,0.4,0.4
"2",0.0671376587820787,8,0,0.4,0.4
"3",0.0932660944214499,10,0,0.4,0.4
"4",0.0839740942319728,12,0,0.4,0.4
"5",0.0629306818476563,6,2,0.4,0.4
"6",0.025743169220731,8,2,0.4,0.4
"7",0.0235311518916292,10,2,0.4,0.4
"8",0.100942692279126,12,2,0.4,0.4
"9",0.146830533754763,6,4,0.4,0.4
"10",0.0376383675136185,8,4,0.4,0.4
"11",0.00979729300860614,10,4,0.4,0.4
"12",0.0387279592138463,12,4,0.4,0.4
"13",0.0594711171732832,6,6,0.4,0.4
"14",0.120854762065964,8,6,0.4,0.4
"15",0.0126622107663916,10,6,0.4,0.4
"16",0.014404734092092,12,6,0.4,0.4
"17",0.0657756209635603,6,0,0.6,0.4
"18",0.0948652325957532,8,0,0.6,0.4
"19",0.00815798712964605,10,0,0.6,0.4
"20",0.0217448959980964,12,0,0.6,0.4
"21",0.0527024456956747,6,2,0.6,0.4
"22",0.0603226307959962,8,2,0.6,0.4
"23",0.00676111670014919,10,2,0.6,0.4
"24",0.0591715897394991,12,2,0.6,0.4
"25",0.0865142735580127,6,4,0.6,0.4
"26",0.105998362773273,8,4,0.6,0.4
"27",0.0591811527284257,10,4,0.6,0.4
"28",0.0536722998242953,12,4,0.6,0.4
"29",0.0848237799791005,6,6,0.6,0.4
"30",0.113060059138096,8,6,0.6,0.4
"31",0.0281784279881067,10,6,0.6,0.4
"32",0.0700430930157733,12,6,0.6,0.4
"33",0.123408851180582,6,0,0.8,0.4
"34",0.0694687914212615,8,0,0.8,0.4
"35",0.0250939594832857,10,0,0.8,0.4
"36",0.039269139965301,12,0,0.8,0.4
"37",0.057387029164542,6,2,0.8,0.4
"38",0.0612273648494361,8,2,0.8,0.4
"39",0.0698437050044318,10,2,0.8,0.4
"40",0.068994378176245,12,2,0.8,0.4
"41",0.0270457134634039,6,4,0.8,0.4
"42",0.0686722418944672,8,4,0.8,0.4
"43",0.0528354922597162,10,4,0.8,0.4
"44",0.0870221422499548,12,4,0.8,0.4
"45",0.122295930017027,6,6,0.8,0.4
"46",0.0749241675462103,8,6,0.8,0.4
"47",0.0565096338503738,10,6,0.8,0.4
"48",0.0977042254452482,12,6,0.8,0.4
"49",0.0547293009367301,6,0,0.4,0.6
"50",0.00914808321147279,8,0,0.4,0.6
"51",0.0707449002918222,10,0,0.4,0.6
"52",0.0574129358927214,12,0,0.4,0.6
"53",0.0473311395793941,6,2,0.4,0.6
"54",0.0130675243380669,8,2,0.4,0.6
"55",0.0761598288527685,10,2,0.4,0.6
"56",0.0669300771291797,12,2,0.4,0.6
"57",0.00794988469866917,6,4,0.4,0.6
"58",0.00819952124818084,8,4,0.4,0.6
"59",0.0160734863454119,10,4,0.4,0.6
"60",0.0138593837002458,12,4,0.4,0.6
"61",0.0750638340641224,6,6,0.4,0.6
"62",0.00100714018243718,8,6,0.4,0.6
"63",0.104227678123761,10,6,0.4,0.6
"64",0.0301360232554089,12,6,0.4,0.6
"65",0.0607376181941845,6,0,0.6,0.6
"66",0.0645171704396554,8,0,0.6,0.6
"67",0.022469870257458,10,0,0.6,0.6
"68",0.0236391009093093,12,0,0.6,0.6
"69",0.0889904299953067,6,2,0.6,0.6
"70",0.10942778803095,8,2,0.6,0.6
"71",0.0564481305298953,10,2,0.6,0.6
"72",0.0293063626365155,12,2,0.6,0.6
"73",0.0477755476040178,6,4,0.6,0.6
"74",0.0969931554721422,8,4,0.6,0.6
"75",0.0928736956239165,10,4,0.6,0.6
"76",0.051306902812629,12,4,0.6,0.6
"77",0.0246986034605671,6,6,0.6,0.6
"78",0.00443710417001814,8,6,0.6,0.6
"79",0.00828788706103472,10,6,0.6,0.6
"80",0.00189609095095668,12,6,0.6,0.6
"81",0.0791067734835448,6,0,0.8,0.6
"82",0.0314457177589843,8,0,0.8,0.6
"83",0.0421190512180576,10,0,0.8,0.6
"84",0.0506486022046989,12,0,0.8,0.6
"85",0.0832523949677036,6,2,0.8,0.6
"86",0.0398529431848003,8,2,0.8,0.6
"87",0.00875417200682697,10,2,0.8,0.6
"88",0.0471433737089804,12,2,0.8,0.6
"89",0.0869028880801554,6,4,0.8,0.6
"90",0.0878999738002336,8,4,0.8,0.6
"91",0.0816756496236112,10,4,0.8,0.6
"92",0.0758125123751711,12,4,0.8,0.6
"93",0.110427619056525,6,6,0.8,0.6
"94",0.0557728911945198,8,6,0.8,0.6
"95",0.0582751692844245,10,6,0.8,0.6
"96",0.0420209968239517,12,6,0.8,0.6
"97",0.0525781185280763,6,0,0.4,0.8
"98",0.0553648839492304,8,0,0.4,0.8
"99",0.0125112470229031,10,0,0.4,0.8
"100",0.104714810857179,12,0,0.4,0.8
"101",0.000510822416970128,6,2,0.4,0.8
"102",0.0092203639990731,8,2,0.4,0.8
"103",0.134208684820413,10,2,0.4,0.8
"104",0.0667645866377586,12,2,0.4,0.8
"105",0.0330298669720848,6,4,0.4,0.8
"106",0.0230930813572853,8,4,0.4,0.8
"107",0.0338833136988206,10,4,0.4,0.8
"108",0.00500371117514833,12,4,0.4,0.8
"109",0.0937656971878417,6,6,0.4,0.8
"110",0.0645779119665377,8,6,0.4,0.8
"111",0.0368957977590417,10,6,0.4,0.8
"112",0.0397436129588504,12,6,0.4,0.8
"113",0.0926557393115159,6,0,0.6,0.8
"114",0.0618146632608371,8,0,0.6,0.8
"115",0.00115630020102406,10,0,0.6,0.8
"116",0.0546846814978338,12,0,0.6,0.8
"117",0.108688486448606,6,2,0.6,0.8
"118",0.0449102219322668,8,2,0.6,0.8
"119",0.0920908013945942,10,2,0.6,0.8
"120",0.0362974267639075,12,2,0.6,0.8
"121",0.0795566656521126,6,4,0.6,0.8
"122",0.109356523414192,8,4,0.6,0.8
"123",0.133445263460183,10,4,0.6,0.8
"124",0.0718562536784573,12,4,0.6,0.8
"125",0.0769823262609397,6,6,0.6,0.8
"126",0.0802187099833275,8,6,0.6,0.8
"127",0.0793644346548136,10,6,0.6,0.8
"128",0.0196385831141059,12,6,0.6,0.8
"129",0.0932527110342327,6,0,0.8,0.8
"130",0.0109735767031664,8,0,0.8,0.8
"131",0.0473800154448858,10,0,0.8,0.8
"132",0.035320904719584,12,0,0.8,0.8
"133",0.0771700624195979,6,2,0.8,0.8
"134",0.0766059942293848,8,2,0.8,0.8
"135",0.00965696067927361,10,2,0.8,0.8
"136",0.0511776797853528,12,2,0.8,0.8
"137",0.0560804872606562,6,4,0.8,0.8
"138",0.0553654253097695,8,4,0.8,0.8
"139",0.0692101405070525,10,4,0.8,0.8
"140",0.105357625069448,12,4,0.8,0.8
"141",0.0350649922004271,6,6,0.8,0.8
"142",0.0246481144439204,8,6,0.8,0.8
"143",0.0643456431539428,10,6,0.8,0.8
"144",0.10883832646081,12,6,0.8,0.8
