"","rmse","max_depth","gamma","subsample","colsample_bytree"
"1",0.134815233067748,6,0,0.4,0.4
"2",0.00126998047747564,8,0,0.4,0.4
"3",0.0455542368773472,10,0,0.4,0.4
"4",0.0721409842474761,12,0,0.4,0.4
"5",0.0539844128804536,6,2,0.4,0.4
"6",0.0725323275038817,8,2,0.4,0.4
"7",0.00651217302423967,10,2,0.4,0.4
"8",0.00464712586798326,12,2,0.4,0.4
"9",0.111649052238784,6,4,0.4,0.4
"10",0.0650818986144222,8,4,0.4,0.4
"11",0.112373847843902,10,4,0.4,0.4
"12",0.0840217463693825,12,4,0.4,0.4
"13",0.101735801510828,6,6,0.4,0.4
"14",0.0970961342658605,8,6,0.4,0.4
"15",0.105497631604316,10,6,0.4,0.4
"16",0.0681168661991646,12,6,0.4,0.4
"17",0.126644467542132,6,0,0.6,0.4
"18",0.0728353435311715,8,0,0.6,0.4
"19",0.110097033543873,10,0,0.6,0.4
"20",0.0849278671323702,12,0,0.6,0.4
"21",0.118637485365186,6,2,0.6,0.4
"22",0.126924656161892,8,2,0.6,0.4
"23",0.0609962206830352,10,2,0.6,0.4
"24",0.0791030525678821,12,2,0.6,0.4
"25",0.109657572423763,6,4,0.6,0.4
"26",0.128812468401484,8,4,0.6,0.4
"27",0.0989960697253784,10,4,0.6,0.4
"28",0.0878468036908982,12,4,0.6,0.4
"29",0.188158744276943,6,6,0.6,0.4
"30",0.104750426274561,8,6,0.6,0.4
"31",0.140053972447527,10,6,0.6,0.4
"32",0.089096094585558,12,6,0.6,0.4
"33",0.189448102319891,6,0,0.8,0.4
"34",0.126189643674037,8,0,0.8,0.4
"35",0.179518788068236,10,0,0.8,0.4
"36",0.131400690694085,12,0,0.8,0.4
"37",0.149415177268723,6,2,0.8,0.4
"38",0.136710251660159,8,2,0.8,0.4
"39",0.112278893251734,10,2,0.8,0.4
"40",0.0999320089701936,12,2,0.8,0.4
"41",0.141105415080768,6,4,0.8,0.4
"42",0.0974637675505892,8,4,0.8,0.4
"43",0.135270533320422,10,4,0.8,0.4
"44",0.119062907033541,12,4,0.8,0.4
"45",0.145607166968921,6,6,0.8,0.4
"46",0.135385347628682,8,6,0.8,0.4
"47",0.130806883419925,10,6,0.8,0.4
"48",0.0670132008783223,12,6,0.8,0.4
"49",0.0818647939323227,6,0,0.4,0.6
"50",0.084215054679908,8,0,0.4,0.6
"51",0.0756721717410185,10,0,0.4,0.6
"52",0.0282589942119845,12,0,0.4,0.6
"53",0.105378772912333,6,2,0.4,0.6
"54",0.0366148837474775,8,2,0.4,0.6
"55",0.0439746222548427,10,2,0.4,0.6
"56",0.050851864442321,12,2,0.4,0.6
"57",0.183610033279491,6,4,0.4,0.6
"58",0.080415882677228,8,4,0.4,0.6
"59",0.0225058821431451,10,4,0.4,0.6
"60",0.0436207194112484,12,4,0.4,0.6
"61",0.105629936874859,6,6,0.4,0.6
"62",0.0408333441720506,8,6,0.4,0.6
"63",0.0561452262012682,10,6,0.4,0.6
"64",0.0210858026987784,12,6,0.4,0.6
"65",0.161839695915197,6,0,0.6,0.6
"66",0.0646789680825781,8,0,0.6,0.6
"67",0.084469497803899,10,0,0.6,0.6
"68",0.000166226193347564,12,0,0.6,0.6
"69",0.181113959762077,6,2,0.6,0.6
"70",0.0912748860221891,8,2,0.6,0.6
"71",0.00329447247785046,10,2,0.6,0.6
"72",0.069016537247481,12,2,0.6,0.6
"73",0.10416468684327,6,4,0.6,0.6
"74",0.046132123144552,8,4,0.6,0.6
"75",0.0457414420946807,10,4,0.6,0.6
"76",0.00563426713257018,12,4,0.6,0.6
"77",0.130880559119648,6,6,0.6,0.6
"78",0.0475307690159101,8,6,0.6,0.6
"79",0.00883980779389168,10,6,0.6,0.6
"80",0.00728418434265799,12,6,0.6,0.6
"81",0.115396304825651,6,0,0.8,0.6
"82",0.0920335018173099,8,0,0.8,0.6
"83",0.0945558348101631,10,0,0.8,0.6
"84",0.0832559428038226,12,0,0.8,0.6
"85",0.173977941484931,6,2,0.8,0.6
"86",0.133952647192157,8,2,0.8,0.6
"87",0.0680348745161987,10,2,0.8,0.6
"88",0.0520687715277036,12,2,0.8,0.6
"89",0.141449427759014,6,4,0.8,0.6
"90",0.121296833709917,8,4,0.8,0.6
"91",0.0877059949500169,10,4,0.8,0.6
"92",0.0799899877212341,12,4,0.8,0.6
"93",0.167213339690045,6,6,0.8,0.6
"94",0.132711539270726,8,6,0.8,0.6
"95",0.0634781225719678,10,6,0.8,0.6
"96",0.110076059199735,12,6,0.8,0.6
"97",0.119433915665284,6,0,0.4,0.8
"98",0.0234225636720114,8,0,0.4,0.8
"99",0.0171428124244681,10,0,0.4,0.8
"100",0.0607550331802523,12,0,0.4,0.8
"101",0.0693521331714773,6,2,0.4,0.8
"102",0.0841769757999635,8,2,0.4,0.8
"103",0.0433728026922154,10,2,0.4,0.8
"104",0.0271036456426841,12,2,0.4,0.8
"105",0.0706649882449112,6,4,0.4,0.8
"106",0.0558071139029951,8,4,0.4,0.8
"107",0.00850179904864064,10,4,0.4,0.8
"108",0.0607639504705823,12,4,0.4,0.8
"109",0.0644100974098226,6,6,0.4,0.8
"110",0.0380205503132463,8,6,0.4,0.8
"111",0.100068620913258,10,6,0.4,0.8
"112",0.00897829861518549,12,6,0.4,0.8
"113",0.138110944169868,6,0,0.6,0.8
"114",0.0754364357674617,8,0,0.6,0.8
"115",0.0645586188341066,10,0,0.6,0.8
"116",0.00822968197851872,12,0,0.6,0.8
"117",0.0895321882998145,6,2,0.6,0.8
"118",0.0636733087176852,8,2,0.6,0.8
"119",0.0550625789108068,10,2,0.6,0.8
"120",0.0307211912904594,12,2,0.6,0.8
"121",0.12002874810697,6,4,0.6,0.8
"122",0.0666462429640465,8,4,0.6,0.8
"123",0.0322535908636748,10,4,0.6,0.8
"124",0.019734630720777,12,4,0.6,0.8
"125",0.112789645391193,6,6,0.6,0.8
"126",0.06199240620942,8,6,0.6,0.8
"127",0.0436493761020607,10,6,0.6,0.8
"128",0.0359196354676026,12,6,0.6,0.8
"129",0.1095860514763,6,0,0.8,0.8
"130",0.113526528881217,8,0,0.8,0.8
"131",0.0641532408120737,10,0,0.8,0.8
"132",0.0599108586872062,12,0,0.8,0.8
"133",0.10611308774127,6,2,0.8,0.8
"134",0.103215941900625,8,2,0.8,0.8
"135",0.022330899760162,10,2,0.8,0.8
"136",0.0268959658735578,12,2,0.8,0.8
"137",0.14828030849357,6,4,0.8,0.8
"138",0.0849027271517199,8,4,0.8,0.8
"139",0.0706511542656405,10,4,0.8,0.8
"140",0.0371228341906862,12,4,0.8,0.8
"141",0.10161095173386,6,6,0.8,0.8
"142",0.10432329325125,8,6,0.8,0.8
"143",0.0648462567764133,10,6,0.8,0.8
"144",0.0424789024975539,12,6,0.8,0.8
