"","rmse","max_depth","gamma","subsample","colsample_bytree"
"1",0.141462403022605,4,0,0.6,0.6
"2",0.141244854344175,6,0,0.6,0.6
"3",0.143441323879943,8,0,0.6,0.6
"4",0.142209921981089,10,0,0.6,0.6
"5",0.139608917273653,4,0.05,0.6,0.6
"6",0.133617750774197,6,0.05,0.6,0.6
"7",0.142771922745573,8,0.05,0.6,0.6
"8",0.132721907700192,10,0.05,0.6,0.6
"9",0.136227118386189,4,0.1,0.6,0.6
"10",0.145440225918949,6,0.1,0.6,0.6
"11",0.145365951631091,8,0.1,0.6,0.6
"12",0.143099742356956,10,0.1,0.6,0.6
"13",0.13397308834946,4,0.15,0.6,0.6
"14",0.14158787699628,6,0.15,0.6,0.6
"15",0.141386252070282,8,0.15,0.6,0.6
"16",0.144481828872848,10,0.15,0.6,0.6
"17",0.140202851921054,4,0.2,0.6,0.6
"18",0.136091229039779,6,0.2,0.6,0.6
"19",0.139024914302391,8,0.2,0.6,0.6
"20",0.141477404150312,10,0.2,0.6,0.6
"21",0.133381007135341,4,0,0.8,0.6
"22",0.136389556258255,6,0,0.8,0.6
"23",0.139684424230967,8,0,0.8,0.6
"24",0.139565741326843,10,0,0.8,0.6
"25",0.134931907191835,4,0.05,0.8,0.6
"26",0.137497836874206,6,0.05,0.8,0.6
"27",0.142874529337351,8,0.05,0.8,0.6
"28",0.145257999165502,10,0.05,0.8,0.6
"29",0.137218941412256,4,0.1,0.8,0.6
"30",0.137980867736834,6,0.1,0.8,0.6
"31",0.143703917639466,8,0.1,0.8,0.6
"32",0.135946364517921,10,0.1,0.8,0.6
"33",0.138000097307302,4,0.15,0.8,0.6
"34",0.134105796754336,6,0.15,0.8,0.6
"35",0.144291632850134,8,0.15,0.8,0.6
"36",0.143969560099565,10,0.15,0.8,0.6
"37",0.147560126684859,4,0.2,0.8,0.6
"38",0.136457960702903,6,0.2,0.8,0.6
"39",0.136440030411602,8,0.2,0.8,0.6
"40",0.140669458485786,10,0.2,0.8,0.6
"41",0.133010381205822,4,0,1,0.6
"42",0.13875505215928,6,0,1,0.6
"43",0.141136316778815,8,0,1,0.6
"44",0.140506949197712,10,0,1,0.6
