"","rmse","max_depth","gamma","subsample","colsample_bytree"
"1",0.139887084743816,4,0,0.6,0.6
"2",0.140459600483006,6,0,0.6,0.6
"3",0.143119816849303,8,0,0.6,0.6
"4",0.139866782774743,10,0,0.6,0.6
"5",0.13715000968282,4,0.05,0.6,0.6
"6",0.13639447910099,6,0.05,0.6,0.6
"7",0.1450254062523,8,0.05,0.6,0.6
"8",0.14599950066893,10,0.05,0.6,0.6
"9",0.134008674010739,4,0.1,0.6,0.6
"10",0.139590602471338,6,0.1,0.6,0.6
"11",0.136286742659731,8,0.1,0.6,0.6
"12",0.138809311558514,10,0.1,0.6,0.6
"13",0.137088721286805,4,0.15,0.6,0.6
"14",0.134452433506844,6,0.15,0.6,0.6
"15",0.145955906865758,8,0.15,0.6,0.6
"16",0.148198206204486,10,0.15,0.6,0.6
"17",0.137715559558426,4,0.2,0.6,0.6
"18",0.135615371129472,6,0.2,0.6,0.6
"19",0.138570621616712,8,0.2,0.6,0.6
"20",0.138326763458377,10,0.2,0.6,0.6
"21",0.13701139720094,4,0,0.8,0.6
"22",0.13769330634082,6,0,0.8,0.6
"23",0.137791832116561,8,0,0.8,0.6
"24",0.143260134612446,10,0,0.8,0.6
"25",0.137437779357134,4,0.05,0.8,0.6
"26",0.137687938425053,6,0.05,0.8,0.6
"27",0.146973429323609,8,0.05,0.8,0.6
"28",0.141242585173059,10,0.05,0.8,0.6
"29",0.13641241718443,4,0.1,0.8,0.6
"30",0.140004952387009,6,0.1,0.8,0.6
"31",0.137720185926731,8,0.1,0.8,0.6
"32",0.143621513814847,10,0.1,0.8,0.6
"33",0.136525803987707,4,0.15,0.8,0.6
"34",0.146651701264563,6,0.15,0.8,0.6
"35",0.144172411341521,8,0.15,0.8,0.6
"36",0.140063035103772,10,0.15,0.8,0.6
"37",0.134220373789292,4,0.2,0.8,0.6
"38",0.136913973057993,6,0.2,0.8,0.6
"39",0.142981215280702,8,0.2,0.8,0.6
"40",0.140050295561497,10,0.2,0.8,0.6
"41",0.139046716737106,4,0,1,0.6
"42",0.143944100819349,6,0,1,0.6
"43",0.148645866308456,8,0,1,0.6
"44",0.149703985205808,10,0,1,0.6
"45",0.135748467103104,4,0.05,1,0.6
"46",0.136355640567608,6,0.05,1,0.6
"47",0.145485628264676,8,0.05,1,0.6
"48",0.144729242149183,10,0.05,1,0.6
"49",0.137895533429949,4,0.1,1,0.6
"50",0.139629922631554,6,0.1,1,0.6
"51",0.150263653154306,8,0.1,1,0.6
"52",0.146277517494928,10,0.1,1,0.6
