"","rmse","max_depth","gamma","subsample","colsample_bytree"
"1",0.107669132487223,4,0,0.6,0.6
"2",0.130129574400969,6,0,0.6,0.6
"3",0.119483416809432,8,0,0.6,0.6
"4",0.124547144740313,10,0,0.6,0.6
"5",0.119726067761088,4,0.05,0.6,0.6
"6",0.116319478330756,6,0.05,0.6,0.6
"7",0.115646318670019,8,0.05,0.6,0.6
"8",0.127534735462426,10,0.05,0.6,0.6
"9",0.119645949061502,4,0.1,0.6,0.6
"10",0.119951863836798,6,0.1,0.6,0.6
"11",0.128085272909926,8,0.1,0.6,0.6
"12",0.120273242751229,10,0.1,0.6,0.6
"13",0.11225596703485,4,0.15,0.6,0.6
"14",0.117986658561498,6,0.15,0.6,0.6
"15",0.121124716851836,8,0.15,0.6,0.6
"16",0.118923451664323,10,0.15,0.6,0.6
"17",0.115728791716478,4,0.2,0.6,0.6
"18",0.114076822469931,6,0.2,0.6,0.6
"19",0.1262332830009,8,0.2,0.6,0.6
"20",0.119722997489561,10,0.2,0.6,0.6
"21",0.119847866371931,4,0,0.8,0.6
"22",0.121173836941231,6,0,0.8,0.6
"23",0.126184706659278,8,0,0.8,0.6
"24",0.123566874004596,10,0,0.8,0.6
"25",0.117130743801859,4,0.05,0.8,0.6
"26",0.121653924815165,6,0.05,0.8,0.6
"27",0.115946600060588,8,0.05,0.8,0.6
"28",0.122258046280824,10,0.05,0.8,0.6
"29",0.111788133533412,4,0.1,0.8,0.6
"30",0.1175773611002,6,0.1,0.8,0.6
"31",0.116634519751712,8,0.1,0.8,0.6
"32",0.122076017255151,10,0.1,0.8,0.6
"33",0.11343705729194,4,0.15,0.8,0.6
"34",0.118091935193283,6,0.15,0.8,0.6
"35",0.117392915711208,8,0.15,0.8,0.6
"36",0.117347663224857,10,0.15,0.8,0.6
"37",0.117139109135993,4,0.2,0.8,0.6
"38",0.118072611730688,6,0.2,0.8,0.6
"39",0.122268319126014,8,0.2,0.8,0.6
"40",0.126543203856378,10,0.2,0.8,0.6
"41",0.114653921880062,4,0,1,0.6
"42",0.114760603953848,6,0,1,0.6
"43",0.119342618463875,8,0,1,0.6
"44",0.124403495195903,10,0,1,0.6
"45",0.11287244190009,4,0.05,1,0.6
"46",0.117025570999462,6,0.05,1,0.6
"47",0.121576391974601,8,0.05,1,0.6
"48",0.124122805422467,10,0.05,1,0.6
"49",0.112737286457975,4,0.1,1,0.6
"50",0.11756333865403,6,0.1,1,0.6
"51",0.116722547622225,8,0.1,1,0.6
"52",0.122470325109514,10,0.1,1,0.6
"53",0.113370635346137,4,0.15,1,0.6
"54",0.122565980846976,6,0.15,1,0.6
"55",0.120477713509706,8,0.15,1,0.6
"56",0.128198452153656,10,0.15,1,0.6
"57",0.11460913871762,4,0.2,1,0.6
"58",0.119893260766467,6,0.2,1,0.6
"59",0.124271236992594,8,0.2,1,0.6
"60",0.13186915047073,10,0.2,1,0.6
"61",0.117374401033426,4,0,0.6,0.8
"62",0.123320569926091,6,0,0.6,0.8
"63",0.123796374958277,8,0,0.6,0.8
"64",0.11953513821707,10,0,0.6,0.8
"65",0.116924879312037,4,0.05,0.6,0.8
"66",0.111119397767714,6,0.05,0.6,0.8
"67",0.129857085005057,8,0.05,0.6,0.8
"68",0.121728086400887,10,0.05,0.6,0.8
"69",0.116921143007163,4,0.1,0.6,0.8
"70",0.119303234726453,6,0.1,0.6,0.8
"71",0.119562165866032,8,0.1,0.6,0.8
"72",0.123665038037231,10,0.1,0.6,0.8
"73",0.112291810287047,4,0.15,0.6,0.8
"74",0.110974688276902,6,0.15,0.6,0.8
"75",0.121933968146749,8,0.15,0.6,0.8
"76",0.123430812388883,10,0.15,0.6,0.8
"77",0.113390361290462,4,0.2,0.6,0.8
"78",0.118166266579274,6,0.2,0.6,0.8
"79",0.120544754367646,8,0.2,0.6,0.8
"80",0.120925508233126,10,0.2,0.6,0.8
"81",0.112235722565498,4,0,0.8,0.8
"82",0.117134861938415,6,0,0.8,0.8
"83",0.125396628366157,8,0,0.8,0.8
"84",0.124237744192854,10,0,0.8,0.8
"85",0.111438264323406,4,0.05,0.8,0.8
"86",0.118352328066312,6,0.05,0.8,0.8
"87",0.117149472127335,8,0.05,0.8,0.8
"88",0.124620316735548,10,0.05,0.8,0.8
"89",0.112285789834864,4,0.1,0.8,0.8
"90",0.118390927416165,6,0.1,0.8,0.8
"91",0.117918027948562,8,0.1,0.8,0.8
"92",0.124141037962375,10,0.1,0.8,0.8
"93",0.111922517019461,4,0.15,0.8,0.8
"94",0.119519953215363,6,0.15,0.8,0.8
"95",0.121811316532653,8,0.15,0.8,0.8
"96",0.121035411073804,10,0.15,0.8,0.8
"97",0.112885226309482,4,0.2,0.8,0.8
"98",0.121083329823647,6,0.2,0.8,0.8
"99",0.12584539236559,8,0.2,0.8,0.8
"100",0.11777712550784,10,0.2,0.8,0.8
"101",0.112576240769401,4,0,1,0.8
"102",0.12492609927513,6,0,1,0.8
"103",0.122215295952319,8,0,1,0.8
"104",0.124936077602854,10,0,1,0.8
"105",0.114433683540666,4,0.05,1,0.8
"106",0.11962863422945,6,0.05,1,0.8
"107",0.117287075400376,8,0.05,1,0.8
"108",0.12210055014456,10,0.05,1,0.8
"109",0.114693758622894,4,0.1,1,0.8
"110",0.113357276496807,6,0.1,1,0.8
"111",0.118344835234078,8,0.1,1,0.8
"112",0.121517626411385,10,0.1,1,0.8
"113",0.116313122129551,4,0.15,1,0.8
"114",0.11538308483259,6,0.15,1,0.8
"115",0.121384957309945,8,0.15,1,0.8
"116",0.127171021665049,10,0.15,1,0.8
"117",0.122600837405766,4,0.2,1,0.8
"118",0.118496444733189,6,0.2,1,0.8
"119",0.1157016972671,8,0.2,1,0.8
"120",0.122518814770639,10,0.2,1,0.8
"121",0.115961524024238,4,0,0.6,1
"122",0.11648039769092,6,0,0.6,1
"123",0.121931676119157,8,0,0.6,1
"124",0.116759034406699,10,0,0.6,1
"125",0.118961037184513,4,0.05,0.6,1
"126",0.11578537060718,6,0.05,0.6,1
"127",0.118279560701589,8,0.05,0.6,1
"128",0.11837283851651,10,0.05,0.6,1
"129",0.118449426670568,4,0.1,0.6,1
"130",0.125004643004861,6,0.1,0.6,1
"131",0.123372041291929,8,0.1,0.6,1
"132",0.123205470583123,10,0.1,0.6,1
"133",0.115338642068381,4,0.15,0.6,1
"134",0.1199797129159,6,0.15,0.6,1
"135",0.121127391405775,8,0.15,0.6,1
"136",0.118302923396909,10,0.15,0.6,1
"137",0.119159212464521,4,0.2,0.6,1
"138",0.12827035375187,6,0.2,0.6,1
"139",0.123661807614663,8,0.2,0.6,1
"140",0.121179983492628,10,0.2,0.6,1
"141",0.107728595181029,4,0,0.8,1
"142",0.119024838297724,6,0,0.8,1
"143",0.121889583367365,8,0,0.8,1
"144",0.11899250863199,10,0,0.8,1
"145",0.12096827215469,4,0.05,0.8,1
"146",0.120396242181266,6,0.05,0.8,1
"147",0.125326652306556,8,0.05,0.8,1
"148",0.12011159369189,10,0.05,0.8,1
"149",0.111577767505783,4,0.1,0.8,1
"150",0.120397600061475,6,0.1,0.8,1
"151",0.121161791360449,8,0.1,0.8,1
"152",0.128720946857248,10,0.1,0.8,1
"153",0.117647292781487,4,0.15,0.8,1
"154",0.115713197341828,6,0.15,0.8,1
"155",0.122852930914989,8,0.15,0.8,1
"156",0.121901446019936,10,0.15,0.8,1
"157",0.117699809756411,4,0.2,0.8,1
"158",0.116031667026613,6,0.2,0.8,1
"159",0.120429705167359,8,0.2,0.8,1
"160",0.125102101873402,10,0.2,0.8,1
"161",0.115870647557463,4,0,1,1
"162",0.116416264094153,6,0,1,1
"163",0.12066741124881,8,0,1,1
"164",0.12303673916545,10,0,1,1
"165",0.115870647557463,4,0.05,1,1
"166",0.116416264094153,6,0.05,1,1
"167",0.12066741124881,8,0.05,1,1
"168",0.12303673916545,10,0.05,1,1
"169",0.115870647557463,4,0.1,1,1
"170",0.116416264094153,6,0.1,1,1
"171",0.12066741124881,8,0.1,1,1
"172",0.12303673916545,10,0.1,1,1
"173",0.115870647557463,4,0.15,1,1
"174",0.116416264094153,6,0.15,1,1
"175",0.12066741124881,8,0.15,1,1
"176",0.123036739093274,10,0.15,1,1
"177",0.115870647557463,4,0.2,1,1
"178",0.116416264094153,6,0.2,1,1
"179",0.12066741124881,8,0.2,1,1
"180",0.123036739093274,10,0.2,1,1
