"","rmse","max_depth","gamma","subsample","colsample_bytree"
"1",0.05073459544985,4,0,0.4,0.4
"2",0.128326265639402,6,0,0.4,0.4
"3",0.103927360997865,8,0,0.4,0.4
"4",0.122357671327482,10,0,0.4,0.4
"5",0.130721316825168,12,0,0.4,0.4
"6",0.0624161055939278,4,2,0.4,0.4
"7",0.0450782577717207,6,2,0.4,0.4
"8",0.170828221256354,8,2,0.4,0.4
"9",0.129080567675391,10,2,0.4,0.4
"10",0.105858214321391,12,2,0.4,0.4
"11",0.091603344098182,4,4,0.4,0.4
"12",0.102904547763963,6,4,0.4,0.4
"13",0.128560812134759,8,4,0.4,0.4
"14",0.140216767984267,10,4,0.4,0.4
"15",0.122340649041762,12,4,0.4,0.4
"16",0.0109285458331556,4,6,0.4,0.4
"17",0.0797139509872347,6,6,0.4,0.4
"18",0.118620424946101,8,6,0.4,0.4
"19",0.104636135631497,10,6,0.4,0.4
"20",0.103202816149102,12,6,0.4,0.4
"21",0.104069076816244,4,0,0.6,0.4
"22",0.122114197104337,6,0,0.6,0.4
"23",0.0849286738599265,8,0,0.6,0.4
"24",0.125673973660027,10,0,0.6,0.4
"25",0.18441172136454,12,0,0.6,0.4
"26",0.101797206618188,4,2,0.6,0.4
"27",0.0632131049861085,6,2,0.6,0.4
"28",0.103750121117727,8,2,0.6,0.4
"29",0.120360834902908,10,2,0.6,0.4
"30",0.103517732977239,12,2,0.6,0.4
"31",0.0925822900972377,4,4,0.6,0.4
"32",0.0705696552141567,6,4,0.6,0.4
"33",0.134014123129359,8,4,0.6,0.4
"34",0.110886217311459,10,4,0.6,0.4
"35",0.158403921897058,12,4,0.6,0.4
"36",0.0918260152555021,4,6,0.6,0.4
"37",0.130293224619544,6,6,0.6,0.4
"38",0.118076543560961,8,6,0.6,0.4
"39",0.0994035025937792,10,6,0.6,0.4
"40",0.148610909349917,12,6,0.6,0.4
"41",0.0799130572335035,4,0,0.8,0.4
"42",0.148971585395645,6,0,0.8,0.4
"43",0.124989342233972,8,0,0.8,0.4
"44",0.172607755551524,10,0,0.8,0.4
"45",0.150897264676194,12,0,0.8,0.4
"46",0.053812940677845,4,2,0.8,0.4
"47",0.103914335960666,6,2,0.8,0.4
"48",0.144588130903018,8,2,0.8,0.4
"49",0.181787442487071,10,2,0.8,0.4
"50",0.1674373232554,12,2,0.8,0.4
"51",0.0879695193088214,4,4,0.8,0.4
"52",0.0976025523755311,6,4,0.8,0.4
