"","rmse","max_depth","gamma","subsample","colsample_bytree"
"1",0.0165892861497892,4,0,0.4,0.4
"2",0.0307606944742194,6,0,0.4,0.4
"3",0.0186850888714387,8,0,0.4,0.4
"4",0.0729768090895668,10,0,0.4,0.4
"5",0.0207519217241692,12,0,0.4,0.4
"6",0.0024568567923723,4,2,0.4,0.4
"7",0.0118293103969419,6,2,0.4,0.4
"8",0.00108930573689816,8,2,0.4,0.4
"9",0.0020295876810312,10,2,0.4,0.4
"10",0.0833916709970294,12,2,0.4,0.4
"11",0.0324858972225239,4,4,0.4,0.4
"12",0.0638128158304914,6,4,0.4,0.4
"13",0.0474955801472915,8,4,0.4,0.4
"14",0.0180335682891264,10,4,0.4,0.4
"15",0.0252395715010176,12,4,0.4,0.4
"16",0.0130193257358597,4,6,0.4,0.4
"17",0.0491719708707611,6,6,0.4,0.4
"18",0.0224408483417188,8,6,0.4,0.4
"19",0.0900568066838738,10,6,0.4,0.4
"20",0.00356895643003177,12,6,0.4,0.4
"21",0.0131922555526675,4,0,0.6,0.4
"22",0.0177993736441263,6,0,0.6,0.4
"23",0.0105989641071635,8,0,0.6,0.4
"24",0.0262044031687178,10,0,0.6,0.4
"25",0.0647919459789708,12,0,0.6,0.4
"26",0.00271319989683991,4,2,0.6,0.4
"27",0.00949431527164771,6,2,0.6,0.4
"28",0.0431488200809272,8,2,0.6,0.4
"29",0.0686678624946106,10,2,0.6,0.4
"30",0.0616034500028447,12,2,0.6,0.4
"31",0.0457832863727924,4,4,0.6,0.4
"32",0.031576672338866,6,4,0.6,0.4
"33",0.00281713740845021,8,4,0.6,0.4
"34",0.077115389393054,10,4,0.6,0.4
"35",0.0801505600131156,12,4,0.6,0.4
"36",0.0172775477644448,4,6,0.6,0.4
"37",0.0474043806178985,6,6,0.6,0.4
"38",0.0351395450414098,8,6,0.6,0.4
"39",0.000954456775164087,10,6,0.6,0.4
"40",0.0221577083703733,12,6,0.6,0.4
"41",0.0241852195593287,4,0,0.8,0.4
"42",0.0196187082485018,6,0,0.8,0.4
"43",0.0437314119844313,8,0,0.8,0.4
"44",0.00581413143790061,10,0,0.8,0.4
"45",0.0238157992891089,12,0,0.8,0.4
"46",0.0486004774997744,4,2,0.8,0.4
"47",0.0556109437459071,6,2,0.8,0.4
"48",0.0184618181923686,8,2,0.8,0.4
"49",0.0140459911946387,10,2,0.8,0.4
"50",0.0251740536138482,12,2,0.8,0.4
"51",0.00380113450195805,4,4,0.8,0.4
"52",0.0185747469543809,6,4,0.8,0.4
"53",0.0262676564155563,8,4,0.8,0.4
"54",0.0115332338620823,10,4,0.8,0.4
"55",0.0257428938673074,12,4,0.8,0.4
"56",0.00791919649147429,4,6,0.8,0.4
"57",0.0590393876369521,6,6,0.8,0.4
"58",0.0601284806465553,8,6,0.8,0.4
"59",0.046612749494108,10,6,0.8,0.4
"60",0.0505553539992052,12,6,0.8,0.4
"61",0.0240876197549196,4,0,0.4,0.6
"62",0.0724675566731414,6,0,0.4,0.6
"63",0.0414389321151059,8,0,0.4,0.6
"64",0.174772314177724,10,0,0.4,0.6
"65",0.0641363481050494,12,0,0.4,0.6
"66",0.0147116939645821,4,2,0.4,0.6
"67",0.0483793050056667,6,2,0.4,0.6
"68",0.0342074621817867,8,2,0.4,0.6
